timestamp,vehicle,ward,phase,location_name,latitude,longitude
2025-08-25 09:07:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.497749,77.023160
2025-08-25 09:08:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.497816,77.023084
2025-08-25 09:09:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.497665,77.022910
2025-08-25 09:10:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.497505,77.022748
2025-08-25 09:11:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.497324,77.022615
2025-08-25 09:12:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.497138,77.022580
2025-08-25 09:13:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.496946,77.022690
2025-08-25 09:14:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.496753,77.022796
2025-08-25 09:15:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.496544,77.022848
2025-08-25 09:16:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.496338,77.022785
2025-08-25 09:17:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.496128,77.022731
2025-08-25 09:18:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.495915,77.022699
2025-08-25 09:19:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.495702,77.022671
2025-08-25 09:20:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.495487,77.022652
2025-08-25 09:21:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.495272,77.022646
2025-08-25 09:22:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.495057,77.022640
2025-08-25 09:23:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.494842,77.022634
2025-08-25 09:24:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.494628,77.022621
2025-08-25 09:25:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.494413,77.022604
2025-08-25 09:26:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.494199,77.022620
2025-08-25 09:27:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.493985,77.022599
2025-08-25 09:28:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.493772,77.022568
2025-08-25 09:29:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.493557,77.022554
2025-08-25 09:30:00,HR26DG1091,36,TRAVEL_OUT,Ashok vihar phase-|||,28.493342,77.022554
2025-08-25 09:29:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493435,77.022190
2025-08-25 09:30:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493437,77.022205
2025-08-25 09:31:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493437,77.022213
2025-08-25 09:32:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493431,77.022217
2025-08-25 09:33:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493426,77.022231
2025-08-25 09:34:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493425,77.022236
2025-08-25 09:35:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493420,77.022248
2025-08-25 09:36:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493423,77.022257
2025-08-25 09:37:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493418,77.022266
2025-08-25 09:38:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493417,77.022272
2025-08-25 09:39:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493409,77.022283
2025-08-25 09:40:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493411,77.022292
2025-08-25 09:41:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493404,77.022302
2025-08-25 09:42:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493403,77.022309
2025-08-25 09:43:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493400,77.022324
2025-08-25 09:44:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493399,77.022324
2025-08-25 09:45:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493394,77.022343
2025-08-25 09:46:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493395,77.022341
2025-08-25 09:47:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493388,77.022360
2025-08-25 09:48:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493387,77.022359
2025-08-25 09:49:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493382,77.022379
2025-08-25 09:50:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493383,77.022377
2025-08-25 09:51:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493372,77.022391
2025-08-25 09:52:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493375,77.022401
2025-08-25 09:53:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493372,77.022412
2025-08-25 09:54:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493369,77.022415
2025-08-25 09:55:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493361,77.022429
2025-08-25 09:56:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493359,77.022434
2025-08-25 09:57:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493357,77.022450
2025-08-25 09:58:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493355,77.022449
2025-08-25 09:59:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493349,77.022466
2025-08-25 10:00:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493347,77.022469
2025-08-25 10:01:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493345,77.022487
2025-08-25 10:02:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493339,77.022486
2025-08-25 10:03:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493340,77.022472
2025-08-25 10:04:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493338,77.022460
2025-08-25 10:05:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493331,77.022457
2025-08-25 10:06:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493336,77.022451
2025-08-25 10:07:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493343,77.022437
2025-08-25 10:08:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493344,77.022433
2025-08-25 10:09:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493351,77.022420
2025-08-25 10:10:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493349,77.022413
2025-08-25 10:11:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493356,77.022402
2025-08-25 10:12:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493360,77.022396
2025-08-25 10:13:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493365,77.022384
2025-08-25 10:14:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493360,77.022375
2025-08-25 10:15:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493369,77.022368
2025-08-25 10:16:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493367,77.022358
2025-08-25 10:17:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493376,77.022349
2025-08-25 10:18:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493372,77.022339
2025-08-25 10:19:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493376,77.022328
2025-08-25 10:20:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493376,77.022326
2025-08-25 10:21:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493383,77.022309
2025-08-25 10:22:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493388,77.022308
2025-08-25 10:23:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493393,77.022291
2025-08-25 10:24:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493389,77.022290
2025-08-25 10:25:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493396,77.022273
2025-08-25 10:26:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493397,77.022272
2025-08-25 10:27:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493405,77.022257
2025-08-25 10:28:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493409,77.022253
2025-08-25 10:29:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493413,77.022238
2025-08-25 10:30:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493409,77.022234
2025-08-25 10:31:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493419,77.022223
2025-08-25 10:32:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493420,77.022215
2025-08-25 10:33:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493426,77.022205
2025-08-25 10:34:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493422,77.022195
2025-08-25 10:35:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493426,77.022185
2025-08-25 10:36:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493431,77.022204
2025-08-25 10:37:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493431,77.022215
2025-08-25 10:38:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493438,77.022218
2025-08-25 10:39:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493433,77.022233
2025-08-25 10:40:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493431,77.022234
2025-08-25 10:41:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493420,77.022247
2025-08-25 10:42:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493418,77.022255
2025-08-25 10:43:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493417,77.022270
2025-08-25 10:44:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493419,77.022270
2025-08-25 10:45:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493411,77.022286
2025-08-25 10:46:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493407,77.022289
2025-08-25 10:47:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493402,77.022303
2025-08-25 10:48:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493407,77.022310
2025-08-25 10:49:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493398,77.022319
2025-08-25 10:50:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493402,77.022328
2025-08-25 10:51:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493392,77.022338
2025-08-25 10:52:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493395,77.022346
2025-08-25 10:53:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493388,77.022357
2025-08-25 10:54:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493388,77.022362
2025-08-25 10:55:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493382,77.022376
2025-08-25 10:56:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493380,77.022379
2025-08-25 10:57:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493375,77.022395
2025-08-25 10:58:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 10:59:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:00:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:01:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:02:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:03:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:04:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:05:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:06:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:07:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:08:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:09:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:10:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:11:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:12:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:13:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:14:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:15:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:16:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:17:00,HR26DG1091,36,BREAK,Ashok vihar phase-|||,28.493375,77.022397
2025-08-25 11:18:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493369,77.022413
2025-08-25 11:19:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493364,77.022415
2025-08-25 11:20:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493361,77.022432
2025-08-25 11:21:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493366,77.022431
2025-08-25 11:22:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493355,77.022447
2025-08-25 11:23:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493357,77.022453
2025-08-25 11:24:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493348,77.022463
2025-08-25 11:25:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493345,77.022470
2025-08-25 11:26:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493341,77.022483
2025-08-25 11:27:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493342,77.022489
2025-08-25 11:28:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493334,77.022499
2025-08-25 11:29:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493334,77.022507
2025-08-25 11:30:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493333,77.022522
2025-08-25 11:31:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493330,77.022522
2025-08-25 11:32:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493326,77.022541
2025-08-25 11:33:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493320,77.022539
2025-08-25 11:34:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493318,77.022559
2025-08-25 11:35:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493317,77.022548
2025-08-25 11:36:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493319,77.022556
2025-08-25 11:37:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493327,77.022555
2025-08-25 11:38:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493335,77.022552
2025-08-25 11:39:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493340,77.022557
2025-08-25 11:40:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493351,77.022551
2025-08-25 11:41:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493356,77.022558
2025-08-25 11:42:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493370,77.022552
2025-08-25 11:43:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493372,77.022558
2025-08-25 11:44:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493385,77.022551
2025-08-25 11:45:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493392,77.022557
2025-08-25 11:46:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493397,77.022549
2025-08-25 11:47:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493406,77.022559
2025-08-25 11:48:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493415,77.022549
2025-08-25 11:49:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493427,77.022557
2025-08-25 11:50:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493437,77.022552
2025-08-25 11:51:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493447,77.022556
2025-08-25 11:52:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493454,77.022552
2025-08-25 11:53:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493460,77.022557
2025-08-25 11:54:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493470,77.022551
2025-08-25 11:55:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493474,77.022558
2025-08-25 11:56:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493482,77.022549
2025-08-25 11:57:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493491,77.022559
2025-08-25 11:58:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493501,77.022550
2025-08-25 11:59:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493513,77.022557
2025-08-25 12:00:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493516,77.022549
2025-08-25 12:01:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493516,77.022561
2025-08-25 12:02:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493517,77.022550
2025-08-25 12:03:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493508,77.022554
2025-08-25 12:04:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493504,77.022557
2025-08-25 12:05:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493497,77.022550
2025-08-25 12:06:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493482,77.022556
2025-08-25 12:07:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493476,77.022551
2025-08-25 12:08:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493464,77.022556
2025-08-25 12:09:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493457,77.022552
2025-08-25 12:10:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493454,77.022558
2025-08-25 12:11:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493442,77.022551
2025-08-25 12:12:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493436,77.022558
2025-08-25 12:13:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493425,77.022551
2025-08-25 12:14:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493421,77.022559
2025-08-25 12:15:00,HR26DG1091,36,WORKING,Ashok vihar phase-|||,28.493407,77.022551
