timestamp,vehicle,ward,phase,location_name,latitude,longitude
2025-11-23 09:13:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.464191,77.002280
2025-11-23 09:14:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.464283,77.002386
2025-11-23 09:15:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.464130,77.002559
2025-11-23 09:16:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463976,77.002732
2025-11-23 09:17:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463821,77.002811
2025-11-23 09:18:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463659,77.002648
2025-11-23 09:19:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463498,77.002485
2025-11-23 09:20:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463337,77.002327
2025-11-23 09:21:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463195,77.002513
2025-11-23 09:22:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463053,77.002698
2025-11-23 09:23:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.462909,77.002881
2025-11-23 09:24:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.462775,77.003073
2025-11-23 09:25:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.462676,77.003265
2025-11-23 09:26:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.462845,77.003418
2025-11-23 09:27:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463014,77.003571
2025-11-23 09:28:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463183,77.003725
2025-11-23 09:29:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463352,77.003878
2025-11-23 09:30:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463521,77.004031
2025-11-23 09:31:00,RJ02EA3645,8,TRAVEL_OUT,Devilal Colony,28.463690,77.004184
2025-11-23 09:30:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463668,77.003735
2025-11-23 09:31:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463674,77.003749
2025-11-23 09:32:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463676,77.003753
2025-11-23 09:33:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463692,77.003766
2025-11-23 09:34:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463701,77.003772
2025-11-23 09:35:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463713,77.003784
2025-11-23 09:36:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463723,77.003790
2025-11-23 09:37:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463732,77.003803
2025-11-23 09:38:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463740,77.003808
2025-11-23 09:39:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463749,77.003823
2025-11-23 09:40:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463761,77.003826
2025-11-23 09:41:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463772,77.003840
2025-11-23 09:42:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463781,77.003845
2025-11-23 09:43:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463788,77.003861
2025-11-23 09:44:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463796,77.003862
2025-11-23 09:45:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463809,77.003878
2025-11-23 09:46:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463819,77.003881
2025-11-23 09:47:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463832,77.003895
2025-11-23 09:48:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463835,77.003900
2025-11-23 09:49:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463851,77.003913
2025-11-23 09:50:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463861,77.003918
2025-11-23 09:51:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463869,77.003933
2025-11-23 09:52:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463877,77.003936
2025-11-23 09:53:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463889,77.003951
2025-11-23 09:54:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463898,77.003955
2025-11-23 09:55:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463912,77.003968
2025-11-23 09:56:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463921,77.003973
2025-11-23 09:57:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463929,77.003988
2025-11-23 09:58:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463940,77.003991
2025-11-23 09:59:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463948,77.004007
2025-11-23 10:00:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463958,77.004009
2025-11-23 10:01:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463971,77.004023
2025-11-23 10:02:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463970,77.004005
2025-11-23 10:03:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463963,77.003997
2025-11-23 10:04:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463958,77.003991
2025-11-23 10:05:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463943,77.003978
2025-11-23 10:06:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463939,77.003973
2025-11-23 10:07:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463922,77.003961
2025-11-23 10:08:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463919,77.003954
2025-11-23 10:09:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463901,77.003943
2025-11-23 10:10:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463894,77.003936
2025-11-23 10:11:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463881,77.003925
2025-11-23 10:12:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463877,77.003917
2025-11-23 10:13:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463866,77.003904
2025-11-23 10:14:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463856,77.003901
2025-11-23 10:15:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463843,77.003886
2025-11-23 10:16:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463838,77.003882
2025-11-23 10:17:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463827,77.003866
2025-11-23 10:18:00,RJ02EA3645,8,WORKING,Devilal Colony,28.463812,77.003864
