timestamp,vehicle,ward,phase,location_name,latitude,longitude
2025-09-13 08:45:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.450729,77.008174
2025-09-13 08:46:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.450729,77.007956
2025-09-13 08:47:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.450962,77.007930
2025-09-13 08:48:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.451194,77.007897
2025-09-13 08:49:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.451428,77.007890
2025-09-13 08:50:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.451662,77.007882
2025-09-13 08:51:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.451896,77.007875
2025-09-13 08:52:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452130,77.007867
2025-09-13 08:53:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452244,77.007750
2025-09-13 08:54:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452363,77.007914
2025-09-13 08:55:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452469,77.008152
2025-09-13 08:56:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452561,77.008396
2025-09-13 08:57:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452655,77.008640
2025-09-13 08:58:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452746,77.008886
2025-09-13 08:59:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452832,77.009133
2025-09-13 09:00:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452680,77.009224
2025-09-13 09:01:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452446,77.009240
2025-09-13 09:02:00,HR38T8618,10,TRAVEL_OUT,Shakti Park Colony,28.452396,77.009459
2025-09-13 09:01:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452246,77.008980
2025-09-13 09:02:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452248,77.009000
2025-09-13 09:03:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452246,77.009019
2025-09-13 09:04:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452250,77.009033
2025-09-13 09:05:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452249,77.009040
2025-09-13 09:06:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452250,77.009055
2025-09-13 09:07:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452248,77.009069
2025-09-13 09:08:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452252,77.009088
2025-09-13 09:09:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452256,77.009100
2025-09-13 09:10:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452256,77.009108
2025-09-13 09:11:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452249,77.009123
2025-09-13 09:12:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452252,77.009143
2025-09-13 09:13:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452252,77.009153
2025-09-13 09:14:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452253,77.009166
2025-09-13 09:15:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452250,77.009183
2025-09-13 09:16:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452252,77.009193
2025-09-13 09:17:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452250,77.009212
2025-09-13 09:18:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452254,77.009224
2025-09-13 09:19:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452251,77.009236
2025-09-13 09:20:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452254,77.009252
2025-09-13 09:21:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452245,77.009246
2025-09-13 09:22:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452234,77.009243
2025-09-13 09:23:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452222,77.009248
2025-09-13 09:24:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452207,77.009241
2025-09-13 09:25:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452195,77.009246
2025-09-13 09:26:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452186,77.009239
2025-09-13 09:27:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452174,77.009247
2025-09-13 09:28:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452172,77.009237
2025-09-13 09:29:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452182,77.009244
2025-09-13 09:30:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452189,77.009247
2025-09-13 09:31:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452202,77.009242
2025-09-13 09:32:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452213,77.009250
2025-09-13 09:33:00,HR38T8618,10,WORKING,Shakti Park Colony,28.452228,77.009243
