timestamp,vehicle,ward,location_name,latitude,longitude,status
2025-08-25 09:00:00,HR26DP0703,19,Naya Gaon,28.430113,77.031316,WORKING_ON_ROAD
2025-08-25 09:10:00,HR26DP0703,19,Naya Gaon,28.431822,77.033031,WORKING_ON_ROAD
2025-08-25 09:20:00,HR26DP0703,19,Naya Gaon,28.433219,77.034659,WORKING_ON_ROAD
2025-08-25 09:30:00,HR26DP0703,19,Naya Gaon,28.430253,77.031297,WORKING_ON_ROAD
2025-08-25 09:40:00,HR26DP0703,19,Naya Gaon,28.431815,77.033113,WORKING_ON_ROAD
2025-08-25 09:50:00,HR26DP0703,19,Naya Gaon,28.433118,77.034921,WORKING_ON_ROAD
2025-08-25 10:00:00,HR26DP0703,19,Naya Gaon,28.430268,77.031206,WORKING_ON_ROAD
2025-08-25 10:10:00,HR26DP0703,19,Naya Gaon,28.43173,77.033087,WORKING_ON_ROAD
2025-08-25 10:20:00,HR26DP0703,19,Naya Gaon,28.433028,77.03494,WORKING_ON_ROAD
2025-08-25 10:30:00,HR26DP0703,19,Naya Gaon,28.430077,77.031247,WORKING_ON_ROAD
2025-08-25 10:40:00,HR26DP0703,19,Naya Gaon,28.431601,77.033145,WORKING_ON_ROAD
2025-08-25 10:50:00,HR26DP0703,19,Naya Gaon,28.433085,77.034894,WORKING_ON_ROAD
2025-08-25 11:00:00,HR26DP0703,19,Naya Gaon,28.430346,77.031314,WORKING_ON_ROAD
2025-08-25 11:10:00,HR26DP0703,19,Naya Gaon,28.4318,77.033003,WORKING_ON_ROAD
2025-08-25 11:20:00,HR26DP0703,19,Naya Gaon,28.433113,77.034666,WORKING_ON_ROAD
2025-08-25 11:30:00,HR26DP0703,19,Naya Gaon,28.430222,77.031213,WORKING_ON_ROAD
2025-08-25 11:40:00,HR26DP0703,19,Naya Gaon,28.431584,77.033178,WORKING_ON_ROAD
2025-08-25 11:50:00,HR26DP0703,19,Naya Gaon,28.432989,77.034787,WORKING_ON_ROAD
2025-08-25 12:00:00,HR26DP0703,19,Naya Gaon,28.430158,77.031225,WORKING_ON_ROAD
2025-08-25 12:10:00,HR26DP0703,19,Naya Gaon,28.431849,77.03302,WORKING_ON_ROAD
2025-08-25 12:20:00,HR26DP0703,19,Naya Gaon,28.43321,77.034898,WORKING_ON_ROAD
2025-08-25 12:30:00,HR26DP0703,19,Naya Gaon,28.430088,77.031328,WORKING_ON_ROAD
2025-08-25 12:40:00,HR26DP0703,19,Naya Gaon,28.431836,77.032974,WORKING_ON_ROAD
2025-08-25 12:50:00,HR26DP0703,19,Naya Gaon,28.433091,77.034808,WORKING_ON_ROAD
2025-08-25 13:00:00,HR26DP0703,19,Naya Gaon,28.430229,77.031313,WORKING_ON_ROAD
2025-08-25 13:10:00,HR26DP0703,19,Naya Gaon,28.431605,77.032975,WORKING_ON_ROAD
2025-08-25 13:20:00,HR26DP0703,19,Naya Gaon,28.433076,77.034948,WORKING_ON_ROAD
2025-08-25 13:30:00,HR26DP0703,19,Naya Gaon,28.430296,77.031228,WORKING_ON_ROAD
2025-08-25 13:40:00,HR26DP0703,19,Naya Gaon,28.431741,77.033186,WORKING_ON_ROAD
2025-08-25 13:50:00,HR26DP0703,19,Naya Gaon,28.433015,77.034949,WORKING_ON_ROAD
2025-08-25 14:00:00,HR26DP0703,19,Naya Gaon,28.43029,77.031314,WORKING_ON_ROAD
2025-08-25 14:10:00,HR26DP0703,19,Naya Gaon,28.43181,77.032953,WORKING_ON_ROAD
2025-08-25 14:20:00,HR26DP0703,19,Naya Gaon,28.433009,77.034651,WORKING_ON_ROAD
2025-08-25 14:30:00,HR26DP0703,19,Naya Gaon,28.430268,77.031328,WORKING_ON_ROAD
2025-08-25 14:40:00,HR26DP0703,19,Naya Gaon,28.431664,77.033095,WORKING_ON_ROAD
2025-08-25 14:50:00,HR26DP0703,19,Naya Gaon,28.433108,77.034656,WORKING_ON_ROAD
2025-08-25 15:00:00,HR26DP0703,19,Naya Gaon,28.430121,77.03128,WORKING_ON_ROAD
2025-08-25 15:10:00,HR26DP0703,19,Naya Gaon,28.431688,77.033124,WORKING_ON_ROAD
2025-08-25 15:20:00,HR26DP0703,19,Naya Gaon,28.433057,77.034742,WORKING_ON_ROAD
2025-08-25 15:30:00,HR26DP0703,19,Naya Gaon,28.430124,77.031221,WORKING_ON_ROAD
2025-08-25 15:40:00,HR26DP0703,19,Naya Gaon,28.431842,77.033218,WORKING_ON_ROAD
2025-08-25 15:50:00,HR26DP0703,19,Naya Gaon,28.433081,77.034655,WORKING_ON_ROAD
2025-08-25 16:00:00,HR26DP0703,19,Naya Gaon,28.430169,77.031188,WORKING_ON_ROAD
2025-08-25 16:10:00,HR26DP0703,19,Naya Gaon,28.431818,77.033249,WORKING_ON_ROAD
2025-08-25 16:20:00,HR26DP0703,19,Naya Gaon,28.433106,77.03477,WORKING_ON_ROAD
2025-08-25 16:30:00,HR26DP0703,19,Naya Gaon,28.430123,77.031343,WORKING_ON_ROAD
2025-08-25 16:40:00,HR26DP0703,19,Naya Gaon,28.431701,77.033141,WORKING_ON_ROAD
2025-08-25 16:50:00,HR26DP0703,19,Naya Gaon,28.433065,77.034862,WORKING_ON_ROAD
2025-08-25 17:00:00,HR26DP0703,19,Naya Gaon,28.430256,77.031128,WORKING_ON_ROAD
2025-08-25 17:10:00,HR26DP0703,19,Naya Gaon,28.431617,77.033147,WORKING_ON_ROAD
